id_evento;provincia;canton;parroquia;comunidad_barrio_sector;latitud;longitud;tipo_evento;causa;categoria_evento;fecha_evento;hora_del_evento;descripcion_del_evento;num_heridos;num_personas_desaparecidas;num_familias_afectadas;num_afectados_directamente;num_afectados_indirectamente;num_familias_damnificadas;num_personas_damnificadas;num_personas_evacuadas;num_personas_albergadas;num_personas_acojidas_por_familiares;num_personas_acojidas_por_otros_medios;personas_en_proceso_de_evacuacion;personas_resistidas_a_la_evacuacion;viviendas_afectadas;viviendas_destruidas;establecimientos_educativos_afectados;establecimientos_educativos_destruidos;centros_de_salud_afectados;centros_de_salud_destruidos;puentes_afectados;puentes_destruidos;bienes_publicos_afectados;bienes_publicos_destruidos;bienes_privados_afectados;bienes_privados_destruidos;vias_afectadas_m;cultivos_afectados_ha;cultivos_perdidos_ha;cobertura_vegetal_quemada_ha;animales_afectados;animales_muertos;fuente_del_evento;acciones;estado_evento;No. De personas afectadas;muertos_y_desaparecidos;num_personas_albergadas;num_personas_aph_rescate;nivel_evento;num_personas_impactadas;vias_afectadas_km
615;Tungurahua;Baños De Agua Santa;Ulba;Puente represa Agoyán y Río Blanco (Vía Baños-Puyo);-1,37134625;-78,3689536;Deslizamiento;Lluvias;Época Lluviosa;25/6/2015;13:00:00;"UGR- GAD Baños y la Compañía VERDU  informan que en los  sectores de Agoyán con una afectación de 50 mts lineales y en Río Blanco con una afectación de 50 metros lineales de la parroquia Ulba  por causa de las lluvias se producen varios deslizamientos y caída de rocas  que obstaculizan completamente la vía Baños- Puyo, al momento Policía Nacional Baños se encuentra en el sector brindando seguridad.

Compañía VERDÚ  Y UGR-GAD Baños han realizado obras de limpieza en la vía. 

Hay restricción en la vía por disocian en el COE Provincial de Tungurahua

Información de GAD Baños menciona que pueden existir nuevos deslizamientos en el sector.

No hay reporte de personas heridas o fallecidas.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;"Karen Valencia                 SGR-ECU 911                                                
  Marcelo Espinel            UGR GAD Baños                                              
";"• GAD BAÑOS: una cargadora, una camioneta, un operador, un conductor, un técnico
• Compañía VERDU: una cama baja, cinco excavadora, dos volquetas, una pala cargadora, una gallineta, cinco operadores, una camioneta, un conductor, seis obreros
• PPNN BAÑOS: Un patrullero, dos efectivos.";Inicial;1;1;1;1;Nivel 1;0;0,10
616;Tungurahua;Baños De Agua Santa;Río Verde;Varios Sectores;-1,40345828;-78,3008774;Deslizamiento;Lluvias;Época Lluviosa;25/6/2015;13:00:00;"UGR GAD Baños y Compañía VERDU  informan que en varios sectores a causa de las constantes precipitaciones se producen varios deslizamientos de lodo, piedras, vegetación los mismos obstaculizan completamente la vía Baños- Puyo con una afectación aproximada de de 60 metros lineales, al momento Policía Nacional Baños se encuentra en el sector brindando seguridad.
Compañía VERDÚ Y UGR-GAD Baños se encuentran realizando tareas de limpieza en la vía permanentemente, ya que los deslizamiento se producen con frecuencia.
Policía Nacional realiza controles en los puntos donde existen deslizamientos coordinando el acceso de entrada y de salida y de ser imperativo cerrando dichas vías, así mismo GAD Baños menciona que pueden existir nuevos deslizamientos en el sector.

No hay reporte de personas heridas o fallecidas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;"Karen Valencia                 SGR-ECU 911                                                
  Marcelo Espinel            UGR GAD Baños                                              
";"• Compañía VERDU: cinco excavadoras, dos volquetas, una cargadora pequeña, tres operadores, cinco trabajadores.
• GAD BAÑOS: Un técnico, un conductor, una camioneta
• PPNN BAÑOS: Un patrullero, dos efectivos.";Inicial;1;1;1;1;Nivel 1;0;0,06
617;Tungurahua;Baños De Agua Santa;Río Negro;Varios Sectores;-1,40986724;-78,1906591;Deslizamiento;Lluvias;Época Lluviosa;25/6/2015;13:00:00;"UGR GAD Baños y Compañía VERDU  informan que en varios sectores a causa de las constantes precipitaciones se producen varios deslizamientos de lodo, piedras, vegetación los mismos obstaculizan completamente la vía Baños- Puyo con una afectación aproximada de de 60 metros lineales, al momento Policía Nacional Baños se encuentra en el sector brindando seguridad.
Compañía VERDÚ Y UGR-GAD Baños se encuentran realizando tareas de limpieza en la vía permanentemente, ya que los deslizamiento se producen con frecuencia.
Policía Nacional realiza controles en los puntos donde existen deslizamientos coordinando el acceso de entrada y de salida y de ser imperativo cerrando dichas vías, así mismo GAD Baños menciona que pueden existir nuevos deslizamientos en el sector.

No hay reporte de personas heridas o fallecidas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;"Karen Valencia                 SGR-ECU 911                                                
   Marcelo Espinel            UGR GAD Baños                                              
";"• Compañía VERDU: Tres excavadoras, dos volquetas, una retro excavadora, tres operadores, cinco trabajadores.
• GAD BAÑOS: Un técnico, un conductor, una camioneta
• PPNN BAÑOS: Un patrullero, dos efectivos.";Inicial;1;1;1;1;Nivel 1;0;0,06
618;Tungurahua;Baños De Agua Santa;Río Verde;La Merced y Cardenillas;-1,40025824;-78,2923417;Deslizamiento;Lluvias;Época Lluviosa;28/6/2015;1:30:00;"Ing. Javier Torres Cía. VERDU informa que en los sectores La Merced con una afectación de cinco metros lineales y Cardenillas con una afectación de tres metros lineales, producto de las lluvias registradas se produce un deslizamiento de lodo y piedras que cubre toda la vía, se realizó las tareas de limpieza de la misma dejando la vía expedita al tránsito vehicular, el área afectada total fue de ocho metros lineales

No hay reporte de personas heridas o fallecidas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Ing. Richard Tibán               Cía VERDU                        Teléfono: 0984466923;"• Cía. VERDU: Una Gallineta, una pala cargadora, una cama baja, una camioneta, cuatro operadores, un trabajador, un conductor
• PPNN BAÑOS: un patrullero, dos efectivos.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
619;Tungurahua;Baños De Agua Santa;Ulba;Sector Río Blanco.;-1,39737401;-78,3862004;Deslizamiento;Lluvias;Época Lluviosa;29/6/2015;11:30:00;"ECU 911 Personal de despacho informa que en el sector antes mencionado a causa de las precipitaciones se produce un deslizamiento de aproximadamente 10 metros lineales, Policía Nacional Baños se desplazó al lugar a brindar, así mismo compañía VERDÚ se hace presente para realizar tareas de limpieza, al momento la vía se encuentra expedita al tránsito vehicular.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"Personal de despacho            ECU 911 Ambato                                       Teléfono: 3700738
               Richard Tibán                           Compañía VERDU                                      Teléfono: 0984466923
";"• Compañía VERDU: Una cargadora, un operador, siete trabajadores.
• PPNN BAÑOS: Un patrullero, dos efectivos.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
620;Tungurahua;Baños De Agua Santa;Baños De Agua Santa;Manto de la Novia;-1,39526145;-78,4044592;Deslizamiento;Lluvias;Época Lluviosa;29/6/2015;19:20:00;"Cuerpo de Bomberos Baños informa que en el sector antes mencionado producto a las lluvias registradas en el sector se produce un deslizamiento que obstaculiza toda la vía, Cía VERDU realiza las tareas de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada fue de 10 metros, además el Ing. Richard Tibán comunica que el sector se encuentra inestable y está propenso a seguir bajando material, se requiere presencia policial para controlar el tráfico vehicular. 

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"Bro. Bryan Moyo lema    Cuerpo de Bomberos Baños        Teléfono: 032740500
                  Richard Tibán                   Compañía VERDU                           Teléfono: 0984466923
";"• Compañía VERDU: Una pala cargadora, una cama baja,  dos operador, cuatro trabajadores.
• PPNN BAÑOS: Un patrullero, dos efectivos.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
621;Tungurahua;Baños De Agua Santa;Río Verde;La Merced;-1,40167113;-78,2872488;Deslizamiento;Lluvias;Época Lluviosa;6/7/2015;7:30:00;"GAD Baños informa que producto de las lluvias registradas en el sector se produce un deslizamiento de lodo y una roca grande que obstaculiza un carril de la vía adicionalmente informan que por este evento un vehículo resulta afectado, Cía VERDU realiza los trabajos de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada fue de 5 metros.

No se reporta personas heridas ni fallecidas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;"Marcelo Espinel                     UGR Baños                                  
               Ing. Richard Tibán                 
";"06/07/2015 
• PPNN BAÑOS: Un patrullero, dos efectivos.
• GAD Baños: Un técnico.
• Cía. VERDU: Una pala cargadora, una volqueta, una cama baja, tres operadores, cinco trabajadores.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
622;Tungurahua;Baños De Agua Santa;Río Verde;La Merced;-1,40156703;-78,2832262;Deslizamiento;Desconocida;Natural;6/7/2015;16:14:00;"ECU 911 Ambato informó que en el sector antes mencionado, por causas desconocidas se produjo un deslizamiento, en referencia a lo expuesto mediante llamada telefónica con el Ing. Tibán de la Cía VERDÚ, informa que la maquinaria  se encuentra en el sector, al momento la vía se encuentra parcialmente habilitada al tránsito vehicular, la maquinaria continuará los trabajos de limpieza, adicional nos informa que al momento se desconoce el área afectada en metro lineales puesto que el material continua descendiendo, Policía Nacional Baños se encuentra en el sector brindando seguridad. 

No hay reporte de personas heridas o fallecidas
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"Mauricio Mayorga                 ECUI 911                                            
               Marcelo Espinel                     UGR Baños                                         
";"06/07/2015 
• PPNN BAÑOS: Un patrullero, dos efectivos.
";Inicial;1;1;1;1;Nivel 1;0;0,01
623;Tungurahua;Baños De Agua Santa;Río Verde;Puente de Cadenillas;-1,40294018;-78,3060951;Deslizamiento;Lluvias;Época Lluviosa;9/7/2015;21:45:00;"ECU 911 Ambato informó que en el sector antes mencionado producto de la lluvias registradas en el sector se produce un deslizamiento de rocas grandes en  la vía que conduce Baños Puyo, Cía. VERDU realiza los trabajos  de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada 10 metros de rocas y lodo, Policía Nacional brindó seguridad en el sector.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"Karla López                     Supervisor de despacho ECU 911                      
               Ing. Richard Tibán          Cía. VERDU                                                                   
";"• PPNN BAÑOS: Un patrullero, dos efectivos.
• Cía VERDU: Una cargadora, un operador, tres trabajadores.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
624;Tungurahua;Baños De Agua Santa;Río Verde;Cadenillas en la vía Baños- Puyo.;-1,40178865;-78,2950338;Deslizamiento;Lluvias;Época Lluviosa;11/7/2015;7:50:00;"ECU 911 Ambato informó que en el sector antes mencionado por causas desconocidas se produjo un deslizamiento con presencia de rocas grandes en la vía que conduce Baños - Puyo, Cía. VERDU realizó los trabajos  de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada 15 metros lineales.  

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;"Wimper Rivera                           SGR-ECU 911                                                   Teléf.: 3700738
               Técnico Marcelo Espinel          UGR GAD Baños                                                Teléf.: 0996434563
               Ing. Richard Tibán                     Compañía Verdú                                             Teléf.: 0984466923
";"• CÍA. VERDÚ: Una pala cargadora, una cama baja, dos operadores.
• UGR-BAÑOS: Un técnico, un conductor, una camioneta.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,02
625;Tungurahua;Baños De Agua Santa;Río Verde;La Merced;-1,40298306;-78,2808451;Deslizamiento;Lluvias;Época Lluviosa;12/7/2015;11:03:00;"ECU 911 Ambato informa que en el sector antes mencionado,  a causa de las precipitaciones registradas en el sector se produjo un deslizamiento con presencia de vegetación y lodo, mediante llamada telefónica con el Ing. Tibán de la Cía VERDÚ, informa que la maquinaria  se encuentra en el sector en los trabajos de limpieza, al momento la vía se encuentra parcialmente habilitada al tránsito vehicular, adicional nos informa la maquinaria continúa los trabajos, hasta el momento se desconoce el área afectada en metros lineales puesto que el material continua descendiendo, Policía Nacional Baños se encuentra en el sector brindando seguridad. 

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Wimper Rivera                           SGR-ECU 911                                                   Teléf.: 3700738
               Técnico Marcelo Espinel          UGR GAD Baños                                                Teléf.: 0996434563
               Ing. Richard Tibán                     Compañía Verdú                                             Teléf.: 0984466923
";"
• PPNN BAÑOS: Un patrullero, dos efectivos.
";Inicial;1;1;1;1;Nivel 1;0;0,00
626;Tungurahua;Baños De Agua Santa;Río Negro;RÍO BLANCO, MANTO DE LA NOVIA;-1,41156429;-78,2514417;Deslizamiento;Desconocida;Natural;12/7/2015;17:03:00;"12/07/2015  13:30
SGR ECU 911 Ambato informa que en el sector antes mencionado, por causas desconocidas se produce un deslizamiento que obstaculiza parcialmente la vía con una afectación de siete metros lineales. 

Policía Nacional Baños Brindó seguridad en el punto, así mismo maquinaria de la Cía. VERDÚ realizó trabajos de limpieza, al momento la vía expedita al tránsito vehicular.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;"Mauricio Mayorga                    SGR-ECU 911                                                   Teléf.: 3700738
                Ing. Richard Tibán                     Compañía Verdú                                             Teléf.: 0984466923
";"• CÍA. VERDU: Una pala cargadora, una volqueta, una cama baja, tres operadores, cuatro trabajadores.
• PPNN BAÑOS: Un patrullero, dos efectivos.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
627;Tungurahua;Baños De Agua Santa;Río Verde;Machay;-1,40358842;-78,3039931;Deslizamiento;Desconocida;Natural;13/7/2015;4:00:00;"13/07/2015  13:30
En el sector antes mencionado, por causas desconocidas se produce un deslizamiento que obstaculiza parcialmente la mitad de la vía con presencia de rocas y tierra, con una afectación de diez metros lineales, mediante llamada telefónica al Ing. Richard Tibán informa que realizó los trabajos  de limpieza de la vía dejándola expedita al tránsito vehicular.

Policía Nacional Baños Brindó seguridad en el punto, así mismo maquinaria del MTOP de Baños realizó trabajos de limpieza, al momento la vía se encuentra expedita al tránsito vehicular.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"Marcelo Espinel                        UGR - GADBAS                                                   
  Ing. Richard Tibán                     MTOP de Baños                                             
";"13/07/2015 
• MTOP de Baños: Una cargadora, una cama baja, dos operadores, ocho trabajadores, 8 palas y una camioneta.
• PPNN BAÑOS: Un patrullero, dos efectivos.";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
628;Tungurahua;Baños De Agua Santa;Río Verde;La Merced;-1,40313244;-78,3004468;Deslizamiento;Desconocida;Natural;14/7/2015;10:16:00;"En el sector antes mencionado, por causas desconocidas se produce un deslizamiento que obstaculiza parcialmente la mitad de la vía con presencia de tierra y agua, con una afectación de 30 metros lineales, mediante llamada telefónica al Ing. Richard Tibán de la Compañía Verdú informa que está realizando la limpieza de la vía cada dos horas ya que siguen los deslizamientos.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;"Karen Valencia                     SGR-ECU911 Ambato                              
 Ing. Richard Tibán                 VERDÚ                                                       
";"14/07/2015 
• VERDÚ : una cargadora, un operador , una cama baja, un operador, una camioneta, cuatro efectivos, herramientas manuales  
";Inicial;1;1;1;1;Nivel 1;0;0,03
629;Tungurahua;Baños De Agua Santa;Río Verde;En el segundo túnel de Cadenillas;-1,40414985;-78,3049623;Deslizamiento;Lluvias;Época Lluviosa;17/7/2015;22:45:00;"ECU 911 Ambato Personal de despacho a que en el sector antes mencionado, producto de las lluvias registradas en el sector se produce un deslizamiento que afecta la mitad de la vía Baños Puyo, PPNN se encuentra en el punto brindando seguridad, Cía VERDU realiza los trabajos de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada fue de 25 metros.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;"Supervisor de despacho                         Ecu-911                                         Teléfono: 023700738
                Ing. Richard Tibán                                  Cía VERDU                                    Teléfono: 0984466923
";"• PPNN - Baños: un patrullero, dos efectivos.  
• CIA VERDÚ:  una cargadora, un operador, una camioneta, 4 trabajadores
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,03
630;Tungurahua;Baños De Agua Santa;Baños De Agua Santa;Putzan, vía Runtun, 2 cuadras más arriba del motel Tekendama.;-1,39309739;-78,4171865;Deslizamiento;Lluvias;Época Lluviosa;18/7/2015;7:00:00;"ECU 911 Ambato y Marcelo Espinel de la UGR del Baños de Agua Santa informan que en el sector antes mencionado, a causa de las precipitaciones se produce un deslizamiento, dicho flujo pone en riesgo a viviendas del sector por lo que la UGR GAD Baños (maquinaria y personal) junto a PPNN Baños y CB Baños, se encuentran en el sector brindando seguridad y evacuando bienes de la vivienda de la familia del   Sr. Avelino Mainato quien tiene 80 años donde conviven 4 personas,   para evitar novedades se trasladan a otra vivienda de manera preventiva hasta que pasen las lluvias  , también se reporta afectación en los cultivos de limón y naranjilla  en dicho sector  al momento no se reportan afectación en viviendas.


No hay reporte de personas o viviendas afectadas.
";0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;"Mauricio Mayorga                               SGR Ecu-911                                         Teléfono: 023700738
                Marcelo Espinel                                   UGR GAD BAS                                     Teléfono: 0996434563
";"• PPNN - Baños: un patrullero, dos efectivos.  
• GAB BAS :  Una camioneta, un técnico y un conductor 
• CB. Baños: Una unidad de rescate y 3 efectivos 
";Inicial;1;1;1;1;Nivel 1;5;0,02
631;Tungurahua;Baños De Agua Santa;Río Verde;Chinchín ;-1,40854397;-78,2569323;Deslizamiento;Lluvias;Época Lluviosa;18/7/2015;9:00:00;"ECU 911 Ambato Personal de despacho a que en el sector antes mencionado, producto de las lluvias registradas en el sector se produjo un deslizamiento que afecta la mitad de la vía Baños Puyo, en cuyo contenido existían piedras de gran tamaño por lo que se retrasó las labores de limpieza   Cía VERDU realizó los trabajos de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada fue de 60 metros. Policía Nacional Baños brindó seguridad en el sector 

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;"Mauricio Mayorga                         SGR- Ecu-911                                         Teléfono: 023700738
                Ing. Richard Tibán                                  Cía VERDU                              Teléfono: 0984466923
";"• PPNN Baños: Un patrullero, dos efectivos
• CIA VERDÚ Dos palas cargadoras, una cama baja, una volqueta, una retroexcavadora, una camioneta, cinco  operadores, siete trabajadores
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,06
632;Tungurahua;Baños De Agua Santa;Río Verde;Túnel de Cadenillas;-1,4028495;-78,3058348;Deslizamiento;Lluvias;Época Lluviosa;18/7/2015;7:00:00;"Ecu-911 informa que en el lugar antes indicado producto de las lluvias registradas en la madrugada de hoy se genera un deslizamiento que afecta la mitad de la vía Baños Puyo, Cía VERDU realizó la limpieza de la misma, teniendo como afectación 15 metros de rocas grandes y lodo, al momento se encuentra expedita al tránsito vehicular.

No hay reporte de personas o viviendas afectadas
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;"Wimper Rivera                             SGR Ecu-911                                   
Marcelo Espinel                           UGR GAD BAS                                 
 Ing. Richard Tibán                       Cía VERDU                                        
";"• PPNN Baños: un patrullero, dos efectivos.  
• UGR Baños: Una camioneta, un técnico.
• Cía VERDU: Una pala cargadora, una cama baja, dos operadores, cuatro trabajadores. 
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,02
633;Tungurahua;Baños De Agua Santa;Río Verde;Ventanas 1;-1,40199356;-78,3002775;Deslizamiento;Desconocida;Natural;19/7/2015;5:20:00;"ECU 911 Ambato Personal de despacho a que en el sector antes mencionado, por causas desconocidas en el sector se produce un deslizamiento que afecta a la vía Baños - Puyo, PPNN se encuentra en el punto brindando seguridad, Cía VERDU realizó los trabajos de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada fue de 15 metros lineales.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;"Supervisor de despacho -  Ecu-911                              
Marcelo Espinel -  UGR GAD BAS                                  
";"• PPNN Baños: un patrullero, dos efectivos.  
• UGR Baños: Una camioneta, un técnico.
• Cía VERDU: Una pala cargadora, una cama baja, dos operadores, seis trabajadores
";Inicial;1;1;1;1;Nivel 1;0;0,02
634;Tungurahua;Baños De Agua Santa;Ulba;Vizcaya;-1,39755079;-78,3988113;Deslizamiento;Desconocida;Natural;19/7/2015;10:00:00;"Marcelo Espinel de la UGR Baños informa que en el sector antes mencionado, por causas desconocidas se produce un deslizamiento. 
Maquinaria del GAD Baños realizó los trabajos de limpieza de la vía dejándola expedita al tránsito vehicular, el área afectada fue de 50 metros lineales.
No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;Marcelo Espinel                                   UGR GAD BAS                                 ;• UGR Baños: Una camioneta, un técnico, una gallineta, un operador y cinco trabajadores;Inicial/Cierre;1;1;1;1;Nivel 1;0;0,05
635;Tungurahua;Baños De Agua Santa;Baños De Agua Santa;Luna Bonsay;-1,40303042;-78,4590709;Deslizamiento;Lluvias;Época Lluviosa;20/7/2015;2:45:00;"Ecu-911 que en el sector antes indicado debido a las lluvias registradas se produce el rodamiento de rocas de mediano tamaño a la vía afectado parcialmente medio carril de la misma, PPNN Baños  brindó seguridad en el sector, y comuneros del sector retiran las piedras dejando el lugar fuera de peligro, al momento la vía se encuentra expedita al tránsito vehicular. Área afectada 3 metros.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;Karen Valencia                             Ecu-911 SGR                                 ;"• PPNN Baños: Una patrulla, dos efectivos.
• Comuneros del sector: Tres personas.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,00
636;Tungurahua;Baños De Agua Santa;Río Negro;Varios Sectores;-1,41418406;-78,2518963;Deslizamiento;Lluvias;Época Lluviosa;22/7/2015;5:00:00;"SGR-ECU 911 Ambato informa que en varios sectores de la parroquia antes mencionada se producen múltiples deslizamientos a causa de las fuertes precipitaciones, al momento Policía Nacional Baños se encuentra en el sector brindando seguridad, así mismo maquinaria del GAD Baños y de la Cía. VERDÚ, se encuentran realizando tareas de limpieza, al momento se desconoce exactamente el área afectada, adicional informan que es constante el  descenso flujos de material sobre la vía.
Adicional a lo mencionado PPNN informa que en el sector de Ventanas 4 en la parroquia antes mencionada a causa de un deslizamiento se produce la caída de un poste, al momento Empresa eléctrica se encuentra en camino para los trabajos de reparación.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;"Mauricio Mayorga                               Ecu-911                                           Teléfono: 023700738
                Marcelo Espinel                                   UGR GAD BAS                                 Teléfono: 0996434563
                Ing. Richard Tibán                                Cía VERDU                                        Teléfono: 0984466923
";• PPNN Baños: un patrullero, dos efectivos.   ;Inicial;1;1;1;1;Nivel 1;0;0,03
637;Tungurahua;Baños De Agua Santa;Río Verde;Varios Sectores;-1,40317853;-78,3012279;Deslizamiento;Lluvias;Época Lluviosa;22/7/2015;5:10:00;"SGR - ECU 911 Ambato informa que en varios sectores de la parroquia antes mencionada se producen varios deslizamientos a causa de las intensas precipitaciones registradas en la zona, al momento Policía Nacional Baños se encuentra en el sector brindando seguridad, maquinaria del GAD Baños y de la Cía. Verdú, se encuentran realizando tareas de limpieza, al momento se desconoce exactamente el área afectada, adicional nos informan que constantemente continúan descendiendo flujos a la vía por lo que se desconoce los metros de afectación sobre la vía. 

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;"Mauricio Mayorga                               Ecu-911                                           Teléfono: 023700738
                Marcelo Espinel                                      GR -GAD BAÑOS                                Teléfono: 0996434563
                Ing. Richard Tibán                                Cía. VERDU                                        Teléfono: 0984466923
";• PPNN Baños: un patrullero, dos efectivos.   ;Inicial;1;1;1;1;Nivel 1;0;0,04
638;Tungurahua;Baños De Agua Santa;Ulba;Río Blanco. Ref. Manto de la Novia ;-1,39617883;-78,3842441;Deslizamiento;Lluvias;Época Lluviosa;22/7/2015;5:10:00;"SGR-ECU 911 Ambato informa que en el sector antes mencionado a causa de las fuertes precipitaciones se produce un deslizamiento que obstaculiza parcialmente a vía, al momento, Policía a Nacional Baños se encuentra en el sector brindando seguridad, así mismo maquinaria de la Cía. VERDÚ, se encuentra realizando tareas de limpieza, al momento se desconoce el área afectada, adicional mencionan que continúan descendiendo flujos de material sobre la vía, lo cual impide la limpieza de la misma. 

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;"Mauricio Mayorga                               Ecu-911                                           Teléfono: 023700738
                Ing. Richard Tibán                                Cía. VERDU                                        Teléfono: 0984466923
";• PPNN Baños: un patrullero, dos efectivos.   ;Inicial;1;1;1;1;Nivel 1;0;0,02
639;Tungurahua;Baños De Agua Santa;Baños De Agua Santa;Ventanas 1;-1,39274175;-78,4143222;Deslizamiento;Lluvias;Época Lluviosa;22/7/2015;5:10:00;"SGR- ECU 911 Ambato informa que en el sector antes mencionado a causa de las fuertes precipitaciones registradas en el sector se produce un deslizamiento que obstaculiza parcialmente a vía, al momento, Policía Nacional Baños se encuentra en el sector brindando seguridad, maquinaria de la Cía. VERDÚ, se encuentra realizando tareas de limpieza, al momento se desconoce exactamente el área afectada, adicional se tiene la colaboración de la maquinaria del GAD de Baños.

No hay reporte de personas o viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Mauricio Mayorga                           ECU-911                                               Teléfono: 023700738
               Marcelo Espinel                                   UGR- GAD BAÑOS                                 Teléfono: 0996434563
               Ing. Richard Tibán                             Cía. VERDU                                         Teléfono: 0984466923
";• PPNN Baños: un patrullero, dos efectivos.   ;Inicial;1;1;1;1;Nivel 1;0;0,00
